Division,Sub Division,Feeder,Feeder Code,A/c No,Name,Address,Category,Supply Type,Mobile No,Status,Bill Basis,Total Bill Amount (Rs),Last Paid Date,Last Paid Amount (Rs),Load,Load Unit,Current Assessment (Rs),Bill Date,Current Month Consumption (kWh),Supply Voltage (kV),Connection Type,Meter Status,Meter Exception Reason,Arrear (Rs),Total Outstanding (Rs),LPSC (Rs),Payment Mode
SISAMAU,SDO-1,M-18B BANS MANDI,51331110001MBA,4688678010,Consumer,Kanpur,LMV-1,10,9849508187,In Service,PROV,768.0,2026-03-10,0.0,2.1,KW,768.0,2026-03-01,98,0.230kV,POSTPAID,N,,0.0,768.0,0.0,CARD
SISAMAU,SDO-5,M-18B BANS MANDI,51331110001MBA,4682823285,Consumer,Kanpur,LMV-1,10,9142077951,In Service,CEIL,724.0,2026-03-10,724.0,0.9,KW,724.0,2026-03-01,81,0.400kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,UPI
DADA NAGAR,SDO-2,KDA,51332110070KDA,4685640045,Consumer,Kanpur,LMV-2,10,9941674085,In Service,ASS,1585.93,2026-03-10,1113.0,2.1,KW,1113.0,2026-03-01,125,0.230kV,POSTPAID,N,,472.93,-1399.01,47.29,CARD
GOVIND NAGAR,SDO-7,BHAGAT SINGH,51331110001BHA,4688661550,Consumer,Kanpur,LMV-1,10,9665588980,In Service,MU,1145.0,2026-03-10,1145.0,1.1,KW,1145.0,2026-03-01,131,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
FAZALGANJ,SDO-7,IFTKHARABAD,51331120020IFT,4689060495,Consumer,Kanpur,LMV-1,10,9590850359,In Service,MU,5704.78,2026-03-10,3585.3,6.5,KW,3774.0,2026-03-01,519,0.230kV,POSTPAID,N,Port Dirty/Faulty,1930.78,2119.48,193.08,CARD
RAWATPUR,SDO-4,MOTI JHEEL,51331320030MOT,4689761843,Consumer,Kanpur,LMV-1,10,9628969966,In Service,MU,1057.0,2026-03-10,1057.0,1.9,KW,1057.0,2026-03-01,130,0.230kV,POSTPAID,N,,0.0,-191.41,0.0,CARD
KAKADEO,SDO-3,HALLET HOSPITAL,51331320030HAL,4683606606,Consumer,Kanpur,LMV-1,10,9281339459,In Service,ASS,1990.0,2026-03-10,1990.0,2.1,KW,1990.0,2026-03-01,264,0.230kV,POSTPAID,N,,0.0,-671.54,0.0,UPI
GENERALGANJ,SDO-2,BURF KHANA,51331210045BUR,4685615098,Consumer,Kanpur,LMV-1,10,9943207982,In Service,MU,2205.0,2026-03-10,0.0,1.7,KW,2205.0,2026-03-01,288,0.230kV,POSTPAID,F,,0.0,2205.0,0.0,IPYG
GUMTI,SDO-2,HARSH NAGAR,51331320050HAR,4685046749,Consumer,Kanpur,LMV-1,10,9150383211,In Service,MU,864.0,2026-03-10,864.0,0.9,KW,864.0,2026-03-01,94,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
ZARIB CHAUKI,SDO-5,RAWATPUR,51331320030RAW,4687235814,Consumer,Kanpur,LMV-1,10,9112483723,In Service,MU,79353.16,2026-03-10,78500.0,3.3,KW,78500.0,2026-03-01,9222,11kV,POSTPAID,N,,853.16,-246.78,85.32,IPYG
RAWATPUR,SDO-6,LAKAR MANDI,51331210045LAK,4684551749,Consumer,Kanpur,LMV-1,10,9687085502,In Service,MU,1019.0,2026-03-10,509.5,1.0,KW,1019.0,2026-03-01,121,0.230kV,POSTPAID,N,,0.0,-1299.18,0.0,UPI
GOVIND NAGAR,SDO-2,KESA HOUSE,51331220051KES,4684137011,Consumer,Kanpur,LMV-1,101,9237658446,In Service,MU,1283.52,2026-03-10,683.0,4.0,KW,683.0,2026-03-01,60,0.230kV,PREPAID,N,,600.52,-757.84,60.05,UPI
VIKAS NAGAR,SDO-1,PARED,51331220048PAR,4688318186,Consumer,Kanpur,LMV-1,100,9656467191,In Service,ASS,2244.0,2026-03-10,0.0,7.8,BHP,2244.0,2026-03-01,280,0.230kV,PREPAID,N,,0.0,2244.0,0.0,CARD
JAJMAU,SDO-2,JK CANCER,51331320030JKC,4688717321,Consumer,Kanpur,LMV-1,10,9812822165,In Service,MU,2541.8,2026-03-10,804.0,1.8,KW,804.0,2026-03-01,87,0.230kV,POSTPAID,N,,1737.8,-150.65,173.78,CASH
JAJMAU,SDO-6,PALM COURT,51331320030PAL,4681011858,Consumer,Kanpur,LMV-2,10,9473835447,In Service,MU,3803.0,2026-03-10,3803.0,1.7,KW,3803.0,2026-03-01,532,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
PANKI,SDO-5,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4688297945,Consumer,Kanpur,LMV-1,10,9935623347,In Service,CEIL,578.0,2026-03-10,578.0,1.8,KW,578.0,2026-03-01,65,0.230kV,POSTPAID,F,On height,0.0,-2815.8,0.0,CARD
PANKI,SDO-7,TAR GHAR,51331430038TAR,4689608943,Consumer,Kanpur,LMV-1,10,9199968308,In Service,PROV,563.0,2026-03-10,563.0,2.1,KW,563.0,2026-03-01,60,0.400kV,PREPAID,N,On height,0.0,0.0,0.0,CASH
VIKAS NAGAR,SDO-5,200MLD JAL SANSTHAN,51331320050MLD,4684782863,Consumer,Kanpur,LMV-1,101,9414508695,In Service,ASS,774.0,2026-03-10,774.0,2.2,KW,774.0,2026-03-01,94,0.230kV,POSTPAID,F,,0.0,0.0,0.0,UPI
FAZALGANJ,SDO-6,DKP-68,51331120033DKP,4687609549,Consumer,Kanpur,LMV-1,10,9396133303,In Service,MU,801.0,2026-03-10,801.0,1.7,KW,801.0,2026-03-01,81,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
ARMAPUR,SDO-6,BANS MANDI,51331120020BAN,4682247440,Consumer,Kanpur,LMV-1,10,9569169235,In Service,MU,2224.0,2026-03-10,2112.8,49.6,KW,2224.0,2026-03-01,279,0.230kV,POSTPAID,N,Meter not downloadable,0.0,111.2,0.0,CASH
VIKAS NAGAR,SDO-1,PARED,51331220048PAR,4688130975,Consumer,Kanpur,LMV-1,10,9552858817,In Service,ASS,900.0,2026-03-10,900.0,7.2,KW,900.0,2026-03-01,99,0.230kV,POSTPAID,N,On height,0.0,0.0,0.0,UPI
RAWATPUR,SDO-8,MOTI JHEEL,51331320030MOT,4683470967,Consumer,Kanpur,LMV-1,10,9890713694,In Service,MU,1917.79,2026-03-10,1221.0,0.9,KW,1221.0,2026-03-01,139,0.230kV,POSTPAID,N,,696.79,-1406.46,69.68,CARD
PANKI,SDO-5,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4681786758,Consumer,Kanpur,LMV-1,10,9491353449,In Service,MU,3713.0,2026-03-10,3527.35,2.3,KW,3713.0,2026-03-01,510,0.230kV,POSTPAID,N,On height,0.0,185.65,0.0,UPI
VIKAS NAGAR,SDO-7,PARED,51331220048PAR,4681690527,Consumer,Kanpur,LMV-1,10,9766674294,In Service,CEIL,1086.21,2026-03-10,726.0,2.2,KW,726.0,2026-03-01,84,0.400kV,POSTPAID,N,,360.21,-357.96,36.02,IPYG
JAJMAU,SDO-1,JK CANCER,51331320030JKC,4685886666,Consumer,Kanpur,LMV-1,100,9395510385,In Service,ASS,1083.0,2026-03-10,1083.0,2.3,KW,1083.0,2026-03-01,126,0.230kV,PREPAID,N,Meter not downloadable,0.0,0.0,0.0,CASH
JAJMAU,SDO-4,JK CANCER,51331320030JKC,4682801082,Consumer,Kanpur,LMV-2,10,9139356972,In Service,ASS,1217.0,2026-03-10,1156.15,2.3,KW,1217.0,2026-03-01,134,0.400kV,PREPAID,N,,0.0,60.85,0.0,CASH
PANKI,SDO-7,MALL ROAD-101,51331220051MAL,4685494660,Consumer,Kanpur,LMV-1,10,9389419784,In Service,MU,1381.0,2026-03-10,690.5,1.0,KW,1381.0,2026-03-01,156,0.400kV,POSTPAID,N,On height,0.0,690.5,0.0,UPI
DADA NAGAR,SDO-3,KDA,51332110070KDA,4687733886,Consumer,Kanpur,LMV-1,10,9396166255,In Service,CEIL,1266.0,2026-03-10,1266.0,2.7,KW,1266.0,2026-03-01,155,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,-98.23,0.0,CASH
ARMAPUR,SDO-2,SISAMAU,51331210045SIS,4684427884,Consumer,Kanpur,LMV-1,101,9762966102,In Service,ASS,3878.0,2026-03-10,3878.0,3.1,KW,3878.0,2026-03-01,524,0.230kV,POSTPAID,N,,0.0,0.0,0.0,UPI
KIDWAI NAGAR,SDO-3,MAQBARA,51331230046MAQ,4684853305,Consumer,Kanpur,LMV-1,10,9416657363,In Service,ASS,3812.0,2026-03-10,3621.4,3.3,KW,3812.0,2026-03-01,503,0.230kV,POSTPAID,N,On height,0.0,-616.89,0.0,UPI
JAJMAU,SDO-7,JK CANCER,51331320030JKC,4687670596,Consumer,Kanpur,LMV-1,100,9832179361,In Service,MU,810.91,2026-03-10,748.0,1.8,KW,748.0,2026-03-01,95,0.230kV,PREPAID,N,,62.91,-374.33,6.29,IPYG
KIDWAI NAGAR,SDO-2,MAQBARA,51331230046MAQ,4684915234,Consumer,Kanpur,LMV-1,100,9766509123,In Service,ASS,5642.0,2026-03-10,867.0,1.2,KW,867.0,2026-03-01,85,0.230kV,PREPAID,N,,4775.0,-509.91,477.5,UPI
GENERALGANJ,SDO-4,IDGAH,51331320049IDG,4681063326,Consumer,Kanpur,LMV-2,10,9113404765,In Service,PROV,1047.0,2026-03-10,1047.0,2.0,KW,1047.0,2026-03-01,127,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
ARMAPUR,SDO-5,BANS MANDI,51331120020BAN,4686310033,Consumer,Kanpur,LMV-1,101,9180840353,In Service,MU,9094.38,2026-03-10,1684.0,4.2,KW,2105.0,2026-03-01,268,0.230kV,POSTPAID,N,,6989.38,7410.38,698.94,UPI
FAZALGANJ,SDO-6,DKP-68,51331120033DKP,4686791997,Consumer,Kanpur,LMV-2,10,9514412698,In Service,MU,538.0,2026-03-10,538.0,2.1,KW,538.0,2026-03-01,68,0.230kV,PREPAID,N,,0.0,-1446.36,0.0,IPYG
PANKI,SDO-6,MALL ROAD-101,51331220051MAL,4685124617,Consumer,Kanpur,LMV-1,10,9880580728,In Service,CEIL,20717.91,2026-03-10,530.1,2.1,KW,558.0,2026-03-01,60,0.230kV,POSTPAID,N,,20159.91,20187.81,2015.99,UPI
KIDWAI NAGAR,SDO-4,CARWALO NAGAR,51331110026CAR,4682012488,Consumer,Kanpur,LMV-1,10,9470137503,In Service,MU,209.0,2026-03-10,0.0,1.9,KW,209.0,2026-03-01,20,0.230kV,POSTPAID,F,Meter not downloadable,0.0,209.0,0.0,CASH
BARRA,SDO-7,BEEMA CHAURAHA,51333310083BEE,4684641149,Consumer,Kanpur,LMV-1,10,9163127097,In Service,PROV,1219.0,2026-03-10,1219.0,1.2,KW,1219.0,2026-03-01,147,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,0.0,0.0,CASH
FAZALGANJ,SDO-1,DALEL PURWA,51331120020DAL,4689826161,Consumer,Kanpur,HV-1,10,9430915458,In Service,MU,748.0,2026-03-10,748.0,2.2,KW,748.0,2026-03-01,89,0.230kV,PREPAID,N,On height,0.0,0.0,0.0,CARD
NAWABGANJ,SDO-2,SUTER GANJ,51331230046SUT,4689387418,Consumer,Kanpur,LMV-1,10,9300706805,In Service,MU,1189.0,2026-03-10,1129.55,1.7,KW,1189.0,2026-03-01,141,0.230kV,PREPAID,N,Meter not downloadable,0.0,59.45,0.0,CASH
BARRA,SDO-8,BEEMA CHAURAHA,51333310083BEE,4683581797,Consumer,Kanpur,LMV-1,10,9648337916,In Service,MU,694.0,2026-03-10,347.0,2.3,KW,694.0,2026-03-01,85,0.230kV,POSTPAID,N,Meter not downloadable,0.0,347.0,0.0,CARD
ARMAPUR,SDO-5,BANS MANDI,51331120020BAN,4684165886,Consumer,Kanpur,LMV-1,10,9836000371,Disconnected,CEIL,764.0,2026-03-10,611.2,2.6,KW,764.0,2026-03-01,87,0.400kV,POSTPAID,N,Port Dirty/Faulty,0.0,152.8,0.0,CARD
SHUKLAGANJ,SDO-1,ASHOK NAGAR,51331320050ASH,4685732876,Consumer,Kanpur,LMV-1,10,9917265930,In Service,ASS,2165.48,2026-03-10,1123.0,0.9,KW,1123.0,2026-03-01,137,0.230kV,POSTPAID,N,,1042.48,1042.48,104.25,IPYG
FAZALGANJ,SDO-4,DALEL PURWA,51331120020DAL,4689651077,Consumer,Kanpur,LMV-1,100,9197507707,In Service,MU,1337.98,2026-03-10,1021.0,1.6,KW,1021.0,2026-03-01,131,0.230kV,POSTPAID,N,,316.98,316.98,31.7,CASH
NAWABGANJ,SDO-2,SUTER GANJ,51331230046SUT,4685160885,Consumer,Kanpur,LMV-1,10,9982885075,In Service,CEIL,1922.0,2026-03-10,1537.6,1.2,KW,1922.0,2026-03-01,254,0.230kV,POSTPAID,F,Port Dirty/Faulty,0.0,384.4,0.0,UPI
VIKAS NAGAR,SDO-8,200MLD JAL SANSTHAN,51331320050MLD,4681150028,Consumer,Kanpur,LMV-1,10,9419250533,In Service,MU,7359.51,2026-03-10,1119.1,6.3,KW,1178.0,2026-03-01,149,0.230kV,POSTPAID,N,Meter not downloadable,6181.51,6240.41,618.15,CARD
HARBANSH MOHAL,SDO-5,LAL KUAN,51331210047LAL,4684069282,Consumer,Kanpur,LMV-1,100,9250132452,In Service,ASS,1216.0,2026-03-10,1216.0,4.3,KW,1216.0,2026-03-01,136,0.230kV,PREPAID,N,,0.0,-85.9,0.0,CASH
FAZALGANJ,SDO-5,IFTKHARABAD,51331120020IFT,4688918164,Consumer,Kanpur,LMV-1,100,9123757829,In Service,ASS,963.34,2026-03-10,939.0,1.8,KW,939.0,2026-03-01,123,0.230kV,POSTPAID,N,,24.34,-2234.21,2.43,IPYG
FAZALGANJ,SDO-6,IFTKHARABAD,51331120020IFT,4685789019,Consumer,Kanpur,LMV-1,10,9808923730,In Service,MU,3920.0,2026-03-10,3920.0,1.9,KW,3920.0,2026-03-01,534,0.230kV,POSTPAID,F,Port Dirty/Faulty,0.0,0.0,0.0,IPYG
VIKAS NAGAR,SDO-3,PARED,51331220048PAR,4683764689,Consumer,Kanpur,LMV-2,10,9275957100,In Service,MU,3919.43,2026-03-10,2893.6,1.8,KW,3617.0,2026-03-01,502,0.230kV,POSTPAID,N,,302.43,1025.83,30.24,CASH
FAZALGANJ,SDO-2,DALEL PURWA,51331120020DAL,4685568243,Consumer,Kanpur,LMV-2,10,9765771854,Disconnected,MU,1883.0,2026-03-10,1788.85,1.7,KW,1883.0,2026-03-01,251,0.230kV,POSTPAID,N,Meter not downloadable,0.0,94.15,0.0,CARD
KAKADEO,SDO-6,HALLET HOSPITAL,51331320030HAL,4685964436,Consumer,Kanpur,LMV-1,10,9867561861,In Service,PROV,2290.94,2026-03-10,731.0,2.1,KW,731.0,2026-03-01,94,0.230kV,POSTPAID,N,,1559.94,-1029.87,155.99,CARD
FAZALGANJ,SDO-4,IFTKHARABAD,51331120020IFT,4681204530,Consumer,Kanpur,LMV-1,10,9414393605,In Service,ASS,1271.0,2026-03-10,1271.0,2.3,KW,1271.0,2026-03-01,152,0.400kV,PREPAID,N,,0.0,0.0,0.0,UPI
ZARIB CHAUKI,SDO-5,ROOPAM,51331230046ROO,4686266018,Consumer,Kanpur,LMV-1,10,9688256827,In Service,MU,768.0,2026-03-10,768.0,1.7,KW,768.0,2026-03-01,98,0.230kV,POSTPAID,F,,0.0,0.0,0.0,CASH
GOVIND NAGAR,SDO-4,GURUVRAT ULLAH PARK,51331120033GUR,4684396325,Consumer,Kanpur,LMV-1,10,9707985618,In Service,CEIL,1909.63,2026-03-10,782.0,0.9,KW,782.0,2026-03-01,97,0.230kV,POSTPAID,N,On height,1127.63,1127.63,112.76,CASH
JAJMAU,SDO-1,PALM COURT,51331320030PAL,4682933642,Consumer,Kanpur,LMV-1,10,9142811840,In Service,MU,895.0,2026-03-10,895.0,2.2,KW,895.0,2026-03-01,87,0.230kV,POSTPAID,N,,0.0,0.0,0.0,IPYG
DADA NAGAR,SDO-7,KHALASI LINE,51331320049KHA,4686402290,Consumer,Kanpur,HV-1,10,9878206948,In Service,MU,2136.0,2026-03-10,2136.0,2.3,KW,2136.0,2026-03-01,285,0.230kV,PREPAID,F,Port Dirty/Faulty,0.0,-41.66,0.0,CASH
KIDWAI NAGAR,SDO-4,CARWALO NAGAR,51331110026CAR,4684411357,Consumer,Kanpur,LMV-1,10,9744746293,In Service,MU,2026.0,2026-03-10,1013.0,1.8,KW,2026.0,2026-03-01,260,0.230kV,POSTPAID,N,,0.0,1013.0,0.0,IPYG
COLONELGANJ,SDO-4,TIKONIA PARK,51331310039TIK,4682205897,Consumer,Kanpur,LMV-1,H21,9769461266,In Service,MU,733.0,2026-03-10,733.0,1.7,KW,733.0,2026-03-01,85,0.230kV,POSTPAID,N,On height,0.0,-1597.8,0.0,CASH
HARBANSH MOHAL,SDO-4,LAL KUAN,51331210047LAL,4688642719,Consumer,Kanpur,LMV-1,100,9780542120,In Service,MU,1306.0,2026-03-10,1044.8,3.9,KW,1306.0,2026-03-01,149,0.230kV,PREPAID,N,,0.0,261.2,0.0,IPYG
NAWABGANJ,SDO-1,BEGAM PURWA,51333410058BEG,4682869847,Consumer,Kanpur,LMV-1,10,9205925345,In Service,PROV,4180.33,2026-03-10,3564.4,4.3,KW,3752.0,2026-03-01,500,0.230kV,PREPAID,N,,428.33,615.93,42.83,CASH
PANKI,SDO-2,MUIR MILL SUBSTATION FEEDER,51331220051MSU,4683099899,Consumer,Kanpur,LMV-1,10,9571185257,In Service,MU,1109.0,2026-03-10,1109.0,2.3,KW,1109.0,2026-03-01,133,0.230kV,POSTPAID,F,,0.0,-2416.38,0.0,CASH
KALYANPUR,SDO-8,BAKAR MANDI,51331210045BAK,4687145818,Consumer,Kanpur,LMV-1,10,9571327865,In Service,CEIL,13523.8,2026-03-10,1027.0,3.6,KW,1027.0,2026-03-01,137,0.230kV,POSTPAID,F,,12496.8,12496.8,1249.68,UPI
FAZALGANJ,SDO-4,DKP-68,51331120033DKP,4681376721,Consumer,Kanpur,LMV-1,10,9334490188,In Service,MU,759.0,2026-03-10,759.0,2.0,KW,759.0,2026-03-01,78,0.400kV,POSTPAID,F,,0.0,0.0,0.0,CARD
KALYANPUR,SDO-4,ACHARYA NAGAR,51331510043ACH,4682390819,Consumer,Kanpur,LMV-2,10,9458430729,In Service,ASS,7032.45,2026-03-10,766.65,2.3,KW,807.0,2026-03-01,84,0.400kV,POSTPAID,N,,6225.45,-1301.07,622.55,IPYG
HARBANSH MOHAL,SDO-4,LAL KUAN,51331210047LAL,4686840156,Consumer,Kanpur,LMV-1,10,9339137359,In Service,PROV,2350.39,2026-03-10,2016.0,2.5,KW,2016.0,2026-03-01,278,0.230kV,POSTPAID,N,,334.39,334.39,33.44,UPI
KALYANPUR,SDO-2,BAKAR MANDI,51331210045BAK,4689570404,Consumer,Kanpur,LMV-1,10,9983091297,In Service,MU,1563.93,2026-03-10,1243.0,1.1,KW,1243.0,2026-03-01,142,0.230kV,POSTPAID,F,Port Dirty/Faulty,320.93,320.93,32.09,IPYG
RAWATPUR,SDO-7,MOTI JHEEL,51331320030MOT,4682066295,Consumer,Kanpur,LMV-1,10,9487322631,In Service,ASS,783.0,2026-03-10,743.85,5.7,KW,783.0,2026-03-01,86,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,39.15,0.0,CARD
RAWATPUR,SDO-7,MOTI JHEEL,51331320030MOT,4684738989,Consumer,Kanpur,LMV-2,10,9899391643,In Service,PROV,992.0,2026-03-10,992.0,1.2,KW,992.0,2026-03-01,125,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CARD
FAZALGANJ,SDO-4,DKP-68,51331120033DKP,4688339861,Consumer,Kanpur,LMV-1,10,9152871474,In Service,ASS,1965.0,2026-03-10,1965.0,2.1,KW,1965.0,2026-03-01,252,0.230kV,POSTPAID,N,,0.0,-544.3,0.0,UPI
GUMTI,SDO-3,ELGIN,51331110001ELG,4683745291,Consumer,Kanpur,LMV-1,10,9910461591,In Service,PROV,4476.68,2026-03-10,2972.0,3.2,KW,3715.0,2026-03-01,521,0.230kV,POSTPAID,N,Meter not downloadable,761.68,1504.68,76.17,CASH
ZARIB CHAUKI,SDO-5,NAI SADAK,51331220048NAI,4686201312,Consumer,Kanpur,LMV-1,10,9108507442,Disconnected,MU,3857.64,2026-03-10,1124.0,1.8,KW,1124.0,2026-03-01,130,0.230kV,PREPAID,N,,2733.64,-1110.88,273.36,CASH
KAKADEO,SDO-3,DADA MIYAN,51331210047DAD,4683994951,Consumer,Kanpur,HV-1,10,9478322449,In Service,MU,4046.93,2026-03-10,2958.4,3.7,KW,3698.0,2026-03-01,506,0.230kV,POSTPAID,F,Meter not downloadable,348.93,-79.35,34.89,CASH
HARBANSH MOHAL,SDO-7,CHANDRIKA DEVI,51331120033CHA,4685231199,Consumer,Kanpur,LMV-1,10,9843662987,In Service,PROV,1050.0,2026-03-10,840.0,2.0,KW,1050.0,2026-03-01,121,0.230kV,POSTPAID,N,Meter not downloadable,0.0,210.0,0.0,CASH
NAWABGANJ,SDO-4,BEGAM PURWA,51333410058BEG,4682679212,Consumer,Kanpur,LMV-1,10,9978636685,In Service,PROV,544.0,2026-03-10,544.0,2.0,KW,544.0,2026-03-01,65,0.230kV,POSTPAID,N,,0.0,0.0,0.0,IPYG
RAWATPUR,SDO-5,MOTI JHEEL,51331320030MOT,4683775799,Consumer,Kanpur,LMV-1,10,9271088014,In Service,MU,1232.53,2026-03-10,1173.0,2.0,KW,1173.0,2026-03-01,149,0.230kV,POSTPAID,N,,59.53,59.53,5.95,CASH
VIKAS NAGAR,SDO-6,PARED,51331220048PAR,4687548237,Consumer,Kanpur,LMV-1,100,9793014565,Disconnected,CEIL,726.0,2026-03-10,726.0,5.7,KW,726.0,2026-03-01,88,0.230kV,POSTPAID,F,,0.0,0.0,0.0,UPI
KIDWAI NAGAR,SDO-7,CARWALO NAGAR,51331110026CAR,4687537273,Consumer,Kanpur,LMV-1,10,9433838718,In Service,CEIL,3634.0,2026-03-10,3634.0,2.4,KW,3634.0,2026-03-01,505,0.400kV,POSTPAID,N,,0.0,0.0,0.0,CASH
KIDWAI NAGAR,SDO-6,CARWALO NAGAR,51331110026CAR,4684754951,Consumer,Kanpur,LMV-1,10,9111207679,In Service,PROV,3756.87,2026-03-10,0.0,2.8,KW,803.0,2026-03-01,94,0.230kV,PREPAID,F,,2953.87,-2046.12,295.39,CASH
VIKAS NAGAR,SDO-1,BHANNA PURWA,51331510043BHA,4689950149,Consumer,Kanpur,HV-1,10,9134367564,In Service,MU,675.0,2026-03-10,675.0,2.6,KW,675.0,2026-03-01,82,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
FAZALGANJ,SDO-6,IFTKHARABAD,51331120020IFT,4688500052,Consumer,Kanpur,LMV-1,10,9822563973,In Service,MU,1404.34,2026-03-10,1369.0,3.3,KW,1369.0,2026-03-01,157,0.230kV,POSTPAID,N,Port Dirty/Faulty,35.34,35.34,3.53,UPI
KIDWAI NAGAR,SDO-8,CARWALO NAGAR,51331110026CAR,4683216858,Consumer,Kanpur,LMV-1,10,9374444780,In Service,MU,2137.0,2026-03-10,2030.15,1.6,KW,2137.0,2026-03-01,286,0.230kV,POSTPAID,N,Port Dirty/Faulty,0.0,106.85,0.0,CARD
GENERALGANJ,SDO-6,DY KA PARAV,51331120020DYK,4686050740,Consumer,Kanpur,LMV-1,10,9414836762,In Service,ASS,1234.0,2026-03-10,1234.0,0.9,KW,1234.0,2026-03-01,148,0.230kV,POSTPAID,N,Meter not downloadable,0.0,-21.53,0.0,UPI
GUMTI,SDO-5,HARSH NAGAR,51331320050HAR,4684323837,Consumer,Kanpur,LMV-1,10,9812311272,In Service,MU,6991.75,2026-03-10,6662.0,2.7,KW,6662.0,2026-03-01,921,0.400kV,PREPAID,F,Meter not downloadable,329.75,329.75,32.98,CASH
SISAMAU,SDO-3,PANI KI TANKI BECON GANJ,51331210047NEW,4683129649,Consumer,Kanpur,LMV-2,10,9419532778,In Service,MU,896.0,2026-03-10,896.0,6.8,KW,896.0,2026-03-01,98,0.230kV,POSTPAID,F,On height,0.0,-431.7,0.0,CASH
ZARIB CHAUKI,SDO-8,NAI SADAK,51331220048NAI,4688413849,Consumer,Kanpur,LMV-1,100,9224519061,In Service,MU,3902.0,2026-03-10,3902.0,2.8,KVA,3902.0,2026-03-01,517,0.230kV,PREPAID,N,,0.0,0.0,0.0,CARD
SISAMAU,SDO-8,PANI KI TANKI BECON GANJ,51331210047NEW,4682956860,Consumer,Kanpur,LMV-1,10,9921526427,In Service,MU,905.0,2026-03-10,905.0,2.2,KW,905.0,2026-03-01,95,0.230kV,POSTPAID,F,,0.0,0.0,0.0,CASH
KALYANPUR,SDO-3,BAKAR MANDI,51331210045BAK,4686620364,Consumer,Kanpur,LMV-1,10,9636317853,Disconnected,PROV,710.0,2026-03-10,710.0,1.1,KW,710.0,2026-03-01,74,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
GOVIND NAGAR,SDO-4,BHAGAT SINGH,51331110001BHA,4689302556,Consumer,Kanpur,LMV-1,10,9406951439,In Service,CEIL,3763.54,2026-03-10,941.5,16.5,KW,1883.0,2026-03-01,251,0.230kV,POSTPAID,F,On height,1880.54,-1190.83,188.05,CASH
RAWATPUR,SDO-2,MOTI JHEEL,51331320030MOT,4682273963,Consumer,Kanpur,LMV-1,10,9604790415,In Service,PROV,2205.68,2026-03-10,1968.0,1.8,KW,1968.0,2026-03-01,250,0.230kV,POSTPAID,N,,237.68,-297.4,23.77,CASH
KALYANPUR,SDO-7,ACHARYA NAGAR,51331510043ACH,4689504801,Consumer,Kanpur,LMV-1,10,9808719494,In Service,CEIL,2059.0,2026-03-10,2059.0,2.3,KW,2059.0,2026-03-01,263,0.230kV,PREPAID,N,,0.0,-670.7,0.0,UPI
GENERALGANJ,SDO-3,DY KA PARAV,51331120020DYK,4688572874,Consumer,Kanpur,LMV-1,10,9515204577,In Service,MU,696.0,2026-03-10,556.8,3.4,KW,696.0,2026-03-01,66,0.400kV,POSTPAID,N,,0.0,-262.03,0.0,CASH
ZARIB CHAUKI,SDO-7,NAI SADAK,51331220048NAI,4682351893,Consumer,Kanpur,LMV-1,10,9187740744,Disconnected,MU,1010.0,2026-03-10,1010.0,32.1,KW,1010.0,2026-03-01,134,0.230kV,POSTPAID,N,,0.0,-271.24,0.0,IPYG
VIKAS NAGAR,SDO-4,200MLD JAL SANSTHAN,51331320050MLD,4683258798,Consumer,Kanpur,LMV-1,10,9488109801,Disconnected,MU,748.0,2026-03-10,748.0,2.0,KW,748.0,2026-03-01,80,0.230kV,POSTPAID,F,,0.0,-2301.75,0.0,CARD
JAJMAU,SDO-1,PALM COURT,51331320030PAL,4681338620,Consumer,Kanpur,LMV-1,10,9474282171,In Service,CEIL,3688.0,2026-03-10,3503.6,1.8,KW,3688.0,2026-03-01,508,0.230kV,POSTPAID,N,On height,0.0,-613.04,0.0,CASH
JAJMAU,SDO-7,JK CANCER,51331320030JKC,4687173995,Consumer,Kanpur,LMV-1,100,9917280376,Disconnected,MU,1133.0,2026-03-10,1133.0,2.0,KW,1133.0,2026-03-01,127,0.230kV,POSTPAID,N,,0.0,0.0,0.0,CASH
DADA NAGAR,SDO-5,KHALASI LINE,51331320049KHA,4688213412,Consumer,Kanpur,LMV-1,100,9708383883,Disconnected,PROV,1019.0,2026-03-10,1019.0,13.8,KW,1019.0,2026-03-01,133,0.230kV,POSTPAID,F,,0.0,0.0,0.0,CASH
